ID;Key;Translation
9e54ae54-8943-4bbe-85ce-8f3460ac7a99;endlich ; finalmente
1d94461c-7817-4a1c-aa7f-64ca4aac8982;erleichtert; aliviada
ab4ecd50-2d26-44f9-9535-e7c49f521258;typisch ;típico
e8637d26-0d6d-4d83-bc6b-8f1a30595a94;Studentenwoche ;semana de estudante
23b1d927-edca-4f07-a9ac-b1ee15691a85;montags ;às segundas-feiras
9123c4f7-e49d-44b3-9f15-d95dd24407b0;frei haben ;ter folga
f5530ac4-efc2-44e8-be65-88916063bf26;Vorlesung ;aula na universidade (teórica)
2d8eb99e-f2ce-4f41-b85a-5e12de91570d;wiederholen; revisar / repetir
f28c2198-a5af-4841-9e3a-86f6f6aad926;mittags ;ao meio-dia / à tarde
7f4a9f5f-e9e4-4e0a-bf85-f35eca8c521c;sich treffen mit ; encontrar-se com
0e819cb7-962e-4545-ac3d-40559cb1335e;bei gutem Wetter ;com bom tempo
74a77e82-91de-40c1-ad5b-c6ce1f2f220a;im Park sitzen; sentar no parque
02e7d4be-6fbf-4dfa-9b68-721ad5cc8e98;bei schlechtem Wetter ;com tempo ruim
935fbd25-95d0-4954-81ec-3360e771f476;Wohnung ;apartamento
2581ee26-a1a9-423e-9e66-34641e2d4816;Brettspiele; jogos de tabuleiro
31c7bf0f-222f-4530-971e-19158284ac3b;reden über; conversar sobre
7509ec4a-3407-4d0a-9133-33efff88bcf5;studieren; estudar (na universidade)
8ac38a4c-9b47-4a58-bbd5-7978d06f4130;das selbe wie ; o mesmo que
af706165-e242-4dd2-96eb-7cfbafa3701b;Universität ;universidade
bccb8822-4c1c-4799-a957-7e9cfecbf7aa;Unterricht ;aula (geral)
50a8bd92-06db-48cb-a97b-d30eb45680c8;das Fach Geschichte ;o curso de História
48f916fa-295f-4889-bbb7-3e6c0c30716d;praktischer Unterricht; aula prática
3dbb988d-768f-46a0-ba9a-74926406a6d7;Museum ;museu
7dbbe612-10f0-4bc7-8bc8-1d47e113b975;Fähigkeiten anwenden; aplicar habilidades
fac99703-5d79-48df-83f7-68be022a08a8;wertvolle Erfahrungen machen ;adquirir experiências valiosas
a61c1d68-0710-4257-9741-e86894700b23;Hausaufgaben ;tarefas de casa / trabalhos
d688ca05-735a-4861-87e7-06a4a1bfc2c3;mühsam; cansativo / trabalhoso
b167b261-95f4-4d3e-8f4e-6855824a4dad;Fortschritte machen; fazer progresso
9f727942-c19a-402e-babd-b7352cd977df;in der Regel ;geralmente
a721b6ee-0802-43e6-9757-0a32bd0bb31f;verbringen; passar (tempo)
62747954-33cb-4f29-b621-c473c84eb23c;lesen ;ler
b12a764c-95b7-47c0-a2c6-7ee46fd34c76;interessieren; interessar-se
a3d16f79-3a31-43d2-85ba-3e57ea62b293;Sport treiben ;praticar esportes
0d7d56bf-9637-4aaf-8b37-51f7736b4d2b;Fußball spielen ;jogar futebol
4fe21aa0-b618-4185-bcde-014acfd74a29;Wie sieht eure Woche aus? ;Como é a semana de vocês?
597b7aca-0837-44c3-9b45-75a2a449d30c;stecken fest ;estar preso
b5f9ba09-2876-460f-baee-e418227b8252;verflixt!; puxa! / droga!
66ad300b-28cf-4493-a703-8fa034221d22;zu spät; atrasado
f02f85d8-7e01-4af2-aab8-c97d3024814a;Fahrstuhl ;elevador
8bc4e0ae-bac0-4f2a-baf8-6f00224cc000;nicht herauskommen können; não conseguir sair
96e4e240-0a42-486e-8448-81ffe539608e;bereits; já
548ce6d9-e62b-4f33-89b7-29e139628d5b;versuchen; tentar
7615ed1e-d728-4689-aacc-f784d18dbfbb;Notruf wählen ;ligar para o número de emergência
e28a4c04-3bf7-481b-8928-e734462399b0;niemand meldet sich ;ninguém atende
b36d4373-5c45-4cad-968a-c0de6cbd1e20;kein Signal; sem sinal
ac7d099d-4627-492a-94c2-deef812bfab5;ratlos ;perdido / sem saber o que fazer
08ffd71c-b6c1-440b-ae5d-21e843861cf1;sich etwas vorstellen; imaginar algo
8704078e-48da-4987-87bf-8410f54d10a7;seit zwei Stunden ;há duas horas
43fa7512-1579-4f44-aa20-3d9f0e1d8bbc;warm und stickig ;quente e abafado
0cf13a3f-ebe3-4ddd-ba28-2ad3231ace11;einfach nur…wollen; só querer ...
c69138d0-33ff-4140-93e5-b4d108364e2d;Lautsprecher ;alto-falante
8fe5ca5e-2697-440f-ba36-c699e4262b52;Hilfe ist unterwegs ;ajuda está a caminho
90df5472-63b5-4a85-aea8-acd71cdf74be;ruhig bleiben ;manter a calma
df1815c4-52dd-4dd5-8324-d263eda6ccbc;nicht in Panik geraten ;não entrar em pânico
6795ca85-9d78-4ae6-a6bd-1c7a95c78b75;verlassen ;sair / deixar
bd696cbf-a93a-4ee5-a112-3b8194e97056;erleichtert; aliviado
7971f8bf-bfcd-40a4-91c1-8a0a44dbd93c;atmen; respirar
2ca0f67d-33e9-4abc-81a3-cc9fd15d21f3;kühle und frische Luft ;ar fresco e frio
8407ec0a-5df0-4fea-995f-c2cbf9b27755;Gebäude ;prédio
2b3b7838-81c0-4b09-b5b4-e5664a37d3e1;Termin ;compromisso / reunião
5383f117-7994-42d4-8049-460903016147;niemand ist böse ;ninguém está bravo
4e69fe72-2787-4906-92b8-5b56a02d6fbf;nichts ist passiert ;nada aconteceu
71e624cb-eba7-4c55-a193-68d04a73fae8;eine Wohnung mieten; alugar um apartamento
89a6431c-a0ea-4552-916f-35c74c74e755;schöner Tag ;dia bonito
0f7c73a7-c16d-4d52-beba-4875e751766d;die Sonne scheint; o sol está brilhando
883e405c-1501-41e5-9a27-b77b2a8cf996;die Vögel singen; os pássaros estão cantando
f7fef11b-4d70-45c2-9faa-ba3d21674c5d;grüßen; cumprimentar
743f05e1-ad76-4216-9cd3-5b74b9643153;Vermieter; senhorio / proprietário
44444e4c-ebfc-4f4b-a62d-13a0354c883d;zeigen; mostrar
d58f77e5-5083-4e92-bc21-31e5360f59b8;gemeinsam ;juntos
ebe2c31a-752a-434d-a954-7f7ee97f4780;altes Haus ;casa/prédio antigo
90e31112-d5c9-46d3-b474-f367aedcd717;Treppenhaus ;escada do prédio
702b0dd0-28fb-40e8-8f8f-76e2f9a00cf0;stickig ;abafado
50ad79f7-9723-496b-9ce1-f4f6ba48690d;riecht komisch ;cheira estranho
0f1b1c9b-ae33-4b57-8e1c-3c893220f924;Treppe nach oben gehen; subir a escada
247db84e-54c3-414f-8cf3-15be41eb74ad;vor der Wohnung stehen ;estar diante do apartamento
ecc7ca7a-2a44-418d-99ea-7d165bbe7501;große Tür ;porta grande
c1f0dc8e-72d6-42e9-aaaa-58640fe15a3d;sauber; limpo
3a5ea03f-e248-439d-8769-cae2717f57de;überraschen ;surpreender
f93b3628-2c53-4291-9c3c-ca40f8856885;gefallen; agradar
7ee7a199-9e87-407c-9eec-d633a419b38a;teuer; caro
456ff069-8967-4a5b-87a3-e3d0a082c0a7;überlegen ;pensar / considerar
54e3e1ce-97d8-452b-ab98-ebfad4b02806;alle Zimmer; todos os cômodos
0db50b1b-5f3a-4a18-92a4-89b905daee67;Möbel; móveis
e34b85c0-f76f-436c-bdca-933739f11201;Bett, Küche, Schränke ;cama, cozinha, armários
d52cffdb-feef-42c5-9ac1-ccad595652b7;Geld sparen ;economizar dinheiro
648348e9-51e4-47ab-ae69-ec184d503e69;glücklich ; feliz
058e28a5-fd5a-41e2-8e93-3270a8ef4c67;Vertrag unterschreiben; assinar o contrato
c5984e5c-ac85-474f-860d-4e993f7a86a1;am besten gefallen ;gostar mais de algo
7886acf4-d6a5-43fb-b5d3-595231e7d07f;anrufen ;ligar (por telefone)
733dec06-f4f5-4953-bfdc-e75f29e23c38;erzählen; contar / relatar
ab2648f0-2e68-4d35-a629-8cff40210c5b;Busfahrt ;viagem de ônibus
0f0ffdbf-b40a-4b06-a2c5-7daae381427b;fahren mit dem Bus ;andar de ônibus
bca76285-e64e-4151-820d-e1f846b11002;normal ;normalmente
4ae36cb7-bb5c-48a1-926e-78a854b02e3f;Auto kaputt; carro quebrado
c064f2cb-84c7-48ee-8536-37cc2ab96d8e;voll ;cheio
72965ae6-32d9-458b-8ebe-17c322382c62;viele Leute ;muitas pessoas
a31b5204-71e0-4047-8001-b12d2bbdba08;nicht teuer ; não é caro
bb5f3f25-d2bc-436a-8637-ccd1386b9aea;Fahrer ;motorista
08b5ef7e-a729-4ed8-b47c-2a6271fc2bcb;Wechselgeld ;troco
255c8bd2-46e7-475c-9312-94a375f429a5;einstecken; guardar (no bolso, por exemplo)
3a07aaef-860d-459d-8637-e8716d8ec98c;freier Platz ;lugar vago
07d84655-b7be-4ce3-80d1-be2137d6e13f;halten ;parar
147e3a1b-4077-40d9-a7e3-c9b6d17219db;zwanzig Mal ;vinte vezes
f35e8c0b-d3ae-4594-9cba-e8fb00bb45e9;heiß ;quente
288830ec-113a-459e-bdf6-624e6cbcfb2e;laut ;barulhento
bd14ab89-b52d-435d-bf88-62db9265ce21;lieber mögen ;preferir
efe11438-70e5-4302-85e2-1d2ddf59e2c6;dauern ;durar
da093ccf-a27c-4bff-913f-26430e42c9c7;fünfundvierzig Minuten ;quarenta e cinco minutos
3e0c1312-94f9-428e-80c1-90da9955b463;während der Fahrt ;durante a viagem
b7bd0984-bc9c-455e-baaf-cb37bb695f66;lesen ;ler
e1f8960c-fcfc-4ba5-b787-0e1147b5a9b5;aus dem Fenster schauen ;olhar pela janela
9aef0dde-44c3-4b9a-85f2-9e6c2b4224a0;spannend; emocionante / interessante
e26ef7e7-2619-420f-9a99-0bfbc446bfb9;schlechte Luft; ar ruim
50dfaa89-f165-4091-ad2d-e96de92816f6;Fenster öffnen; abrir a janela
2003d832-904d-4467-a835-910a0742ef70;Haltestelle ;ponto de ônibus
c1dffc27-d1c3-4c3b-8e10-ea3996573a3e;ankommen an chegar em;chegar em
26c9e5a5-33a3-446b-a258-22a86737695a;wieder mit dem Auto fahren ;andar de carro de novo
1ac4db4b-ce5c-4982-b0d8-8579b4760257;krank sein ;estar doente
dd01fb3b-924b-489a-9bbe-4f8646b36a40;nicht in die Schule müssen ;não precisar ir à escola
403f6ad1-18a4-45c5-80f2-6b38bf067a54;gerne in die Schule gehen ;gostar de ir à escola
7d2ce7aa-715c-4883-803f-bc23e6f317a3;viele Freunde haben ;ter muitos amigos
324b8853-2ae6-4016-b993-5d5182b5ebfe;während dem Unterricht ;durante a aula
0652a067-94d3-4021-b002-c2d67d7f3a35;neben jemandem sitzen ;sentar ao lado de alguém
e39de040-8dce-45fa-8434-f1558c5425d7;witzig und schlau ;engraçado e inteligente
9f6d3c02-ff6c-4b41-be76-b5379e2cb19b;mögen an jemandem ;gostar de algo em alguém
15519d4b-a15d-45cb-9315-e877ebf6b60a;sich gegenseitig helfen ;ajudar um ao outro
54bc66a4-22ac-4a1b-b6a7-9d61847ab020;Pause ;intervalo
fc2a07de-aeab-4b9c-a075-386203a8881a;reden über ;conversar sobre
487dcd75-9303-45f0-bd27-eda4bdf0c377;Hobbys ;passatempos
b75adbe0-ecff-49ab-9be5-7d7b0a78efed;Fußball spielen; jogar futebol
a9f00c3c-c3a3-46f3-ae2f-7f9de4883ea4;Training verpassen ;perder o treino
c0712834-d3e5-4fb7-a92e-a0882924bbef;unter der Decke liegen; estar deitado sob o cobertor
856c6726-d109-4977-8a83-5522d10475c5;gesund sein; estar saudável
0ed1888e-06d9-4689-9631-8a9c460ff2cc;Mir ist langweilig;. Estou entediado(a).
a0a7e234-288a-479c-92f0-583aa9c40c96;wenn man krank ist ;quando se está doente
de85039c-9abd-4568-bc57-81b331edf60e;nichts passiert; nada acontece
fdb20331-8651-41f9-905e-acd9df7623b4;vor dem Haus spielen ;brincar na frente da casa
0f2d9d61-131e-4783-a03c-53cb9a40dbff;im Bett liegen müssen; ter que ficar na cama
592c7fad-6cf8-45c4-882a-b482ff60344d;Tee mit Honig; chá com mel
16406018-2d9f-4752-932d-bc70dbaa4ee8;sich besser fühlen; sentir-se melhor
94307862-b023-4b23-b0b2-9bb5ee3209ed;morgen; amanhã
0fa37191-68e2-4f98-bccc-38047e51397d;wieder in die Schule wollen ;querer voltar para a escola
fc8a14d8-1990-4cf7-9cbf-756b6ab75274;macht keinen Spaß ;não é divertido
33ad7899-dfcd-4083-8b90-03a25f934898;ein Tag im Schwimmbad ;um dia na piscina pública
7196ac02-a6cd-4747-bd51-2b75b9c0c181;mit meiner Mutter ;com minha mãe
a9bba0fa-84cd-4a04-b561-02693fdd9211;heißer Tag; dia quente
eacb3f7a-ffb4-45c7-838e-142d180db660;sich freuen auf; estar animado por / ansioso por
a5e7b7f2-ddc0-46ce-8c41-f8a8965040bd;kaltes Wasser ;água fria
26e0e2ad-1c70-49a7-b734-2e7718aed59a;Eintrittskarten kaufen ;comprar ingressos
55227e21-f7f5-4560-8149-a5d288138d54;Eintrittskarte kostet... ;o ingresso custa...
33ece312-1f02-4e46-8a7d-a8671c9e895f;Kassiererin ;caixa (pessoa que recebe o pagamento)
7c69cda6-6f5b-4a14-9cc9-25a8d91c6376;Geld geben ;dar dinheiro
fc243606-447f-4d0b-971c-489bcacd8cf4;Platz suchen ;procurar um lugar
86b8caba-559a-4f35-b524-a3d866ec6bd3;Sonne scheint ins Gesicht ;o sol brilha no rosto
bd0aa333-c6d4-484e-8cb0-1486b1e5eac1;über die Wiese laufen ;correr pelo gramado
4e1e13a4-fa96-4c52-82da-07f01905ac0f;viele Kinder spielen ;muitas crianças brincam
9a566149-c0c0-4a84-a1f8-3f354c414b62;Decken und Handtücher ;cobertores e toalhas
5d512eca-f20e-48e3-9ac5-20e78f28ff05;Besucher ;visitantes
6e7321e8-5162-482f-8933-41949ca53a43;in der Sonne liegen ;deitar-se ao sol
42fa1aa7-7024-479c-bf05-79cca74ed8d0;eine Decke legen ;colocar um cobertor
eea6ef2e-2d1a-4227-ade4-3b22147d8f11;zum Schwimmbecken gehen ;ir até a piscina
5ba43766-1cf1-49cb-a121-623b6b241a49;sich duschen ;tomar uma ducha
7b1724ac-6340-4f59-bbc8-5c572b041991;springen in das Wasser; pular na água
9f20e099-daed-47bb-bab5-6f7de9a0efff;kühl / erfrischend ;fresco / refrescante
4c1f5b23-8738-44eb-b1f8-8dcbbc162382;am liebsten würde ich ...  ;eu mais gostaria de
e2124207-8b16-4074-b443-6a1d0d576514;um sieben Uhr ;às sete horas 
ba4795ca-afb9-4656-b0ca-1f283509f868;traurig sein ;estar triste
f8033638-190e-4a9b-bbc4-0e97f9abd3d6;viel Spaß haben ;se divertir muito
8dc0a1b3-9c9f-45ce-90c0-afa3d1520976;morgen wieder ... wollen querer ... ;de novo amanhã
b5648862-42ac-42b1-b58c-1a6a7e2f6ab2;Mama sagt, dass... ;Mamãe diz que...
bcdf153c-3c8c-41c1-b6a7-65ac9ead789b;Sport treiben ;praticar esportes
8c3a6091-2b39-417f-8e9d-6689c7fc7b4e;am meisten mögen ;gostar mais de
a367fbf7-0954-4441-87c8-67b27361c9fd;Tennis ;tênis
fda0baa5-c8b7-4b0a-864d-2db667ea8f9f;ins Tennistraining gehen; ir ao treino de tênis
5dfa6c8e-697c-43fb-8de6-fd37ab0f12d3;zusammen mit; junto com
890a1cd6-1a4b-47d8-8031-ad81154ffed9;lernen, wie man ... spielt ;aprender como jogar
21243b69-46ee-45e9-85a8-5ee702ced06b;einfach; simples
5d0db84a-d157-4cbc-8d50-9252583a2aaa;der Ball ;a bola
944aafaa-2807-4cd8-af3e-113f783fa9f0;zwei Spieler ;dois jogadores
70f5cf6d-0d6f-47f6-85af-fc0770169f48;das Feld und das Netz ;a quadra e a rede
02ac51c8-f741-41b0-a603-597fef81b193;in das Netz schlagen ;bater na rede
1e01ecd6-d5cb-49fb-a8aa-8ddb79185c5f;nicht in das Feld schlagen; não acertar a quadra
08e2a128-881b-4dc6-aa55-b70de60c7154;Gegner ;adversário
2a9e1cf4-c52c-4257-b6be-1b95185181c5;Punkt gewinnen; ganhar um ponto
3920e774-d803-4231-a295-7975f8f8bc2f;schnelles Spiel ;jogo rápido
1319bbd2-9043-4786-91e0-e57fb92b393e;deshalb ;por isso
68588d6b-8205-463a-899a-afb1055a2b60;sehr lieben ;amar muito
2ba02449-b13f-4dd7-b7d5-b1710daa8770;Freizeit ;tempo livre
dfcd18fe-2357-46b1-b1d9-766a03da1db7;Biographien lesen; ler biografias
2f9c31b2-2065-46ef-949e-0f7426aa387f;bekannte Tennisspieler ;tenistas famosos
c789e3fd-2f9c-4574-8913-67be3949a804;träumen davon ... zu sein ;sonhar em ser
96a781ef-af96-4c4e-8144-6c97e9aac368;in der Zukunft; no futuro
ca60122b-0cd9-47df-8364-fe8490c9c190;zu Tennisturnieren fahren; ir a torneios de tênis
8b8863c4-bb46-4a40-8258-0dda99341dfc;gegen andere Spieler spielen; jogar contra outros jogadores
6a5b6b8f-3d96-4f39-8106-f2794bed7937;manchmal gewinnen; às vezes ganhar
2cf8d4b2-c237-440e-9153-f334c0408c37;meistens nicht gewinnen ;na maioria das vezes não ganhar
05e51595-0595-4a93-8403-89d1fa479e72;das macht nichts ;não tem problema
bcb61be9-db53-4d48-a2ff-f078e7b58eab;mehr üben müssen ;precisar treinar mais
115202bb-14b1-4d21-a163-88dd6377bb60;in der Schule; na escola
bf87ce13-f43c-4524-83de-7f22e4181210;warten auf ;esperar por
56bbe2bd-c766-4f26-b3fc-b98155df11d1;Lehrer / Lehrerin ;professor / professora
d28aa9a5-8c9c-47d5-b1e3-30870b216332;krank sein; estar doente
38cfd606-6c28-442e-bcaa-7cd29a5c3490;Klasse ;sala de aula
6e26421a-b9f3-4d42-9286-c5c542601062;hebt die Hand ;levanta a mão
c7199da5-a0cc-4050-9fd0-556273aeb36b;Haben wir dann frei?; Então temos folga?
a584198d-c4b4-4e8f-b559-2fd6bcef131a;unterrichten ;dar aula
0cbe8afa-eea1-4399-afa9-009d6796a85e;im Moment ;no momento
8cdbeb04-1bed-4d82-baf4-011e71aad884;lernen ;aprender
40e8467e-2058-4626-bba4-ae68b01ba396;letzte Stunde; última aula
4640cff6-dec1-45aa-ac7e-44e55229a0f4;über ... sprechen ;falar sobre ...
6b22f7fb-f111-46de-95a3-d1847abed353;Elektrizität ;eletricidade
6173c5ed-666b-4927-b552-8c637876e73d;rufen ;gritar / chamar
297b3607-efec-4c2a-a3dc-c22eca61a242;etwas sagen wollen; querer dizer algo
a72fa5f7-dce3-48fc-9a63-3ce9e9dfd2e8;jemanden aufrufen ;chamar alguém (na sala de aula)
fa694584-11ae-416f-96b0-14c89e027bb5;Entschuldigung ;desculpa
695f5de7-c359-47c4-8897-a812e923f12f;zeigt auf jemanden ;aponta para alguém
c97f5847-5cf5-498f-ba44-2e83b18fb93a;Ja bitte?; Sim, pois não?
0aa9f948-6454-47ce-9bd5-2164baa8e5ba;wiederholen ;revisar / repetir
bebff383-5a13-4a40-993e-8ceaeced2e6d;Thema ;tema
7cc033b1-1863-4f2d-9369-e3e63d7befc9;beim Essen ;durante a refeição
d889b2f4-31d8-42ca-a2f7-a508b27f99a8;Salat, Bratkartoffeln und Spiegelei ;salada, batatas fritas e ovo frito
c980f5fb-a629-4894-9e5c-6687fb96bb61;Mittagessen ;almoço
e21491aa-491e-4bf6-8b21-1979d370f120;lieben ;amar / adorar
7d7621a0-f02d-49eb-8298-1a791c8f117f;nicht schlecht ;nada mal / até que bom
7370ad8b-9477-465d-bf6b-a25447fe3dea;Mund schließen; fechar a boca
7c6c886c-826a-4d86-8253-e2d35d119420;beim Essen den Mund schließen; comer de boca fechada
86ad335a-25ad-46d4-abbd-8e56b1ce3dc3;Tut mir leid.; Desculpa.
7aea5443-3fd9-4caf-bac0-57a30a1ce213;nicht mit vollem Mund sprechen; não falar de boca cheia
a9bd1a24-c4d1-4385-9c99-b5d18327e59f;verwirrt sein; estar confuso
56f9365b-1d8b-42c5-a9ca-4227e03f2e7e;unhöflich; mal-educado
93a3b2f3-d34e-40ee-8dc3-4b331c2298d5;weiter essen; continuar comendo
d2b0455f-16f1-44ad-94f4-c309dd98fe40;schmecken; ter gosto bom / estar saboroso
6a69d2ed-d60b-4fe9-acef-9819af99414a;Teller ist leer; prato está vazio
ff0d7491-fab0-4e0d-8bf2-ac101b699fa6;Willst du noch mehr?; Quer mais?
6c495d1c-27a3-4142-9b26-553f02729f06;Ja bitte. ;Sim, por favor.
8a6e8b79-f561-4ded-a529-f77f847cf1c4;Noch mehr Spiegelei.; Mais ovo frito.
15a136e8-eccb-4dd1-b5e9-d830bc935001;nur wenn ... ;só se ...
17582f52-5ee4-45a3-8caf-6854e912ae8e;Alles klar. ;Tudo certo.
e1028ece-0d87-431b-b924-4f0a79b24676;auch Kartoffeln essen; também comer batatas
2c4532cc-7376-4de1-b8d4-160ff4a28c43;Bauch ist voll ;barriga está cheia
13aaf033-c3dc-4aea-845d-c07e86cf172e;ins Zimmer gehen; ir para o quarto
379e789a-1589-4ded-b189-acd9fd091e1f;mit den Hausaufgaben anfangen; começar a lição de casa
6e3172a4-893f-4f1f-b933-cc75c242d295;auf der Arbeit; no trabalho
641f0ba2-7a19-43ec-80e1-1743ffb7f785;arbeiten als Automechaniker; trabalhar como mecânico de automóveis
d0d8ad79-82a6-4422-8fc5-fe35ad76781b;fängt um sieben Uhr an ;começa às sete horas
ace37d04-6453-4ec2-847b-d24367ac5ee6;am Nachmittag ist er fertig ;à tarde ele termina
4afe7836-e7ea-4b8a-9ed1-25ae025c7785;den ganzen Tag; o dia todo
4ac85852-360b-42f6-9242-0d7272e1e557;Autos reparieren ;consertar carros
dba72285-2370-45d1-9502-c52ab130998f;große / kleine / alte / neue Autos ;carros grandes / pequenos / velhos / novos
c4663cc3-b37d-455e-8965-8b04b8ab1b6c;„Ich kenne alle Autos.“;" ""Eu conheço todos os carros."""
f2d01f25-8d65-4f11-b1f8-f8877afa760e;darüber lachen; rir disso
1364a6e9-3ae3-4a1c-b6fb-5b5949828890;macht das nichts ;não faz mal
936e2036-743c-4db8-b24f-3ba4d745851f;Autos lieben ;amar carros
f17b1555-cb35-49f2-b7bb-1e1b49f2f0bf;glücklich sein ;estar feliz
c8690549-24ca-4053-9968-4190ff31a445;schwer und anstrengend; difícil e cansativo
222fee79-175a-4b94-95d2-01da6ace64f7;kein Auto haben ;não ter carro
bfe14416-1250-4096-9e7f-8a44aac0deac;mit dem Fahrrad fahren; andar de bicicleta
541d6e98-4759-485f-bd67-f837862ff0ee;nicht genug Geld haben ;não ter dinheiro suficiente
cfa4f6f5-0072-449e-85c7-5a9166b931e0;ein Auto kaufen wollen; querer comprar um carro
03c03001-1e5c-4a0c-8c21-1b6dea4e3bf9;in ein oder zwei Jahren ;em um ou dois anos
791b09ce-b7b8-4dac-8183-660455e0ea49;jeden Monat sparen; economizar todo mês
